site,country,enrolled,screen_fail_pct,deviations,open_queries,query_age_days,dropout_pct,days_since_visit
S0970,IN,24,10.3,1,1,7.0,5.6,34.0
S0971,CA,18,25.9,0,2,16.0,8.2,97.0
S0972,CA,13,28.5,2,5,7.0,18.0,59.0
S0973,IN,18,13.1,1,8,9.0,4.1,35.0
S0974,IN,18,27.8,3,4,9.0,12.9,68.0
S0975,PL,24,31.7,3,5,22.0,14.3,95.0
S0976,BR,16,30.4,1,7,19.0,4.4,68.0
S0977,JP,18,24.2,0,8,8.0,5.9,84.0
S0978,CA,13,27.2,3,1,1.0,8.0,52.0
S0979,US,14,26.9,2,9,10.0,7.4,78.0
S0980,US,20,18.2,1,6,6.0,17.4,67.0
S0981,DE,19,22.3,0,5,10.0,0.0,95.0
S0982,US,13,27.1,2,12,1.0,15.9,79.0
S0983,AU,25,33.3,2,5,8.0,12.1,52.0
S0984,BR,21,13.6,3,4,4.0,4.7,42.0
S0985,CA,12,5.7,2,3,32.0,9.5,49.0
S0986,BR,17,27.2,2,8,3.0,6.2,97.0
S0987,US,8,33.9,0,10,0.0,5.5,68.0
S0988,CA,23,4.6,2,6,3.0,5.6,64.0
S0989,CA,19,18.5,1,9,14.0,7.0,34.0
S0990,US,16,30.1,5,5,13.0,15.1,130.0
S0991,PL,24,36.9,1,7,2.0,19.0,96.0
S0992,BR,11,18.2,2,7,6.0,8.0,61.0
S0993,US,23,35.7,2,1,40.0,9.8,49.0
S0994,DE,12,28.8,3,6,7.0,12.6,85.0
S0995,IN,19,32.0,0,4,3.0,11.3,63.0
S0996,US,19,9.9,4,35,54.0,10.5,279.0
S0997,BR,13,0.0,3,8,3.0,7.6,61.0
S0998,BR,14,19.7,0,9,3.0,11.8,122.0
S0999,BR,13,12.6,1,5,5.0,5.9,136.0
S1000,US,20,30.8,1,9,8.0,16.1,26.0
S1001,CA,15,17.6,2,8,1.0,6.9,5.0
S1002,BR,18,26.5,1,6,10.0,5.6,48.0
S1003,IN,19,12.8,3,7,5.0,10.1,62.0
S1004,IN,16,32.4,3,5,1.0,14.1,121.0
S1005,DE,15,22.3,1,7,21.0,16.3,61.0
S1006,IN,16,12.7,1,8,5.0,16.4,77.0
S1007,DE,26,35.3,0,7,11.0,16.1,128.0
S1008,AU,23,31.3,1,7,2.0,2.1,64.0
S1009,JP,20,17.7,2,8,17.0,7.0,70.0
S1010,US,9,19.5,0,14,9.0,0.9,50.0
S1011,JP,27,28.5,3,3,1.0,7.0,39.0
S1012,DE,13,41.4,2,5,1.0,7.7,29.0
S1013,AU,16,22.5,0,9,1.0,4.8,98.0
S1014,DE,20,24.0,2,8,14.0,12.6,66.0
S1015,CA,18,13.9,3,6,23.0,5.7,70.0
S1016,US,11,18.6,1,7,9.0,10.6,94.0
S1017,US,21,26.5,0,7,12.0,2.6,37.0
S1018,US,18,17.7,1,7,36.0,5.4,107.0
S1019,PL,19,25.2,1,8,0.0,4.5,99.0
S1020,BR,17,21.2,5,4,1.0,11.7,71.0
S1021,DE,18,23.2,0,8,21.0,4.0,57.0
S1022,DE,17,14.8,1,9,13.0,11.1,102.0
S1023,CA,19,14.7,0,4,1.0,2.1,114.0
S1024,US,22,32.8,0,6,10.0,10.8,73.0
S1025,PL,22,23.0,2,3,12.0,6.5,20.0
S1026,DE,13,17.9,4,8,9.0,10.0,5.0
S1027,IN,20,30.8,0,4,6.0,6.0,134.0
S1028,PL,21,28.9,1,3,3.0,11.7,88.0
S1029,JP,24,20.3,1,6,6.0,7.4,127.0
S1030,US,17,26.7,3,8,8.0,5.5,45.0
S1031,US,11,25.0,3,5,16.0,1.4,118.0
S1032,US,17,13.8,2,7,2.0,13.8,32.0
S1033,US,21,19.6,3,5,2.0,8.8,76.0
S1034,JP,26,27.1,2,5,0.0,10.8,49.0
S1035,IN,11,13.7,2,8,0.0,12.8,23.0
S1036,DE,10,15.3,3,4,11.0,6.2,33.0
S1037,AU,19,18.0,0,6,5.0,8.7,62.0
S1038,AU,17,28.0,0,7,21.0,7.1,11.0
S1039,PL,16,16.9,0,6,1.0,3.3,86.0
S1040,PL,23,23.2,1,2,21.0,0.3,66.0
S1041,DE,19,28.4,2,5,5.0,6.7,75.0
S1042,PL,14,29.6,0,11,5.0,10.3,5.0
S1043,US,13,12.5,1,3,12.0,3.5,22.0
S1044,US,22,23.2,2,5,20.0,7.4,76.0
S1045,US,19,20.2,3,6,37.0,1.0,108.0
S1046,DE,12,22.7,1,5,9.0,18.1,27.0
S1047,IN,21,28.9,1,3,17.0,3.2,122.0
S1048,US,21,34.4,0,1,3.0,4.2,64.0
S1049,DE,18,24.8,3,4,46.0,12.0,63.0
S1050,BR,13,16.7,3,3,12.0,6.7,58.0
S1051,CA,18,6.9,1,5,0.0,16.7,85.0
S1052,BR,18,12.9,0,11,16.0,16.1,63.0
S1053,US,14,26.0,1,3,19.0,6.9,97.0
S1054,US,25,22.8,2,12,32.0,0.0,45.0
S1055,JP,23,22.3,0,7,2.0,2.7,52.0
S1056,PL,8,5.3,0,7,10.0,3.1,46.0
S1057,CA,23,41.2,1,9,5.0,11.2,52.0
S1058,BR,21,15.2,0,2,4.0,0.0,73.0
S1059,US,18,6.2,3,3,1.0,13.1,103.0
S1060,US,21,24.6,1,3,1.0,8.4,101.0
S1061,US,17,2.9,0,10,2.0,1.6,79.0
S1062,US,21,29.2,2,6,1.0,11.5,82.0
S1063,BR,21,19.7,0,11,6.0,7.3,83.0
S1064,US,15,8.2,2,6,12.0,4.5,89.0
S1065,IN,18,5.7,2,9,2.0,4.1,93.0
S1066,DE,17,19.8,1,9,14.0,7.1,108.0
S1067,PL,17,16.5,3,9,33.0,10.6,120.0
S1068,BR,17,16.9,0,8,3.0,6.5,81.0
S1069,PL,18,22.9,2,7,13.0,15.1,54.0
S1070,US,16,9.0,0,5,2.0,3.7,46.0
S1071,BR,13,20.7,0,8,7.0,15.9,122.0
S1072,CA,12,27.4,2,5,17.0,0.0,92.0
S1073,US,16,21.6,3,4,30.0,14.9,91.0
S1074,AU,11,21.7,3,5,21.0,6.9,59.0
S1075,BR,14,13.5,3,5,2.0,7.6,122.0
S1076,AU,17,24.4,0,3,27.0,0.4,71.0
S1077,US,17,14.4,1,6,4.0,12.9,88.0
S1078,JP,23,5.4,2,7,24.0,0.0,63.0
S1079,IN,21,37.5,2,4,3.0,0.6,104.0
S1080,BR,17,8.5,3,3,2.0,5.5,62.0
S1081,IN,17,17.1,2,3,2.0,16.3,72.0
S1082,CA,17,20.6,0,5,2.0,3.4,64.0
S1083,US,19,8.8,0,2,7.0,21.0,34.0
S1084,IN,18,22.0,1,8,7.0,3.5,39.0
S1085,JP,20,21.3,2,4,5.0,4.2,68.0
S1086,CA,16,24.1,2,9,5.0,13.8,46.0
S1087,AU,19,34.2,0,2,9.0,4.2,58.0
S1088,JP,22,5.0,3,4,7.0,10.0,53.0
S1089,DE,18,28.2,2,6,1.0,1.3,101.0
S1090,CA,12,27.7,3,6,11.0,0.8,26.0
S1091,AU,18,19.5,1,6,3.0,0.0,98.0
S1092,PL,17,20.3,3,5,1.0,8.4,60.0
S1093,CA,14,6.0,2,4,3.0,2.1,30.0
S1094,AU,18,26.0,2,3,6.0,14.9,49.0
S1095,JP,21,17.4,6,10,6.0,5.3,68.0
S1096,DE,18,21.0,2,0,4.0,2.7,100.0
S1097,US,26,19.4,1,5,11.0,9.5,75.0
S1098,JP,16,20.8,0,4,6.0,6.4,77.0
S1099,US,18,15.2,1,10,27.0,11.8,74.0
S1100,IN,27,28.5,4,7,1.0,4.4,72.0
S1101,BR,27,24.7,1,4,18.0,5.9,78.0
S1102,AU,18,19.2,3,8,11.0,4.5,106.0
S1103,IN,20,42.1,1,5,9.0,13.2,106.0
S1104,US,20,36.6,2,8,32.0,14.8,115.0
S1105,DE,19,25.0,0,3,7.0,6.8,45.0
S1106,JP,22,11.1,2,7,5.0,14.9,117.0
S1107,BR,19,19.0,1,8,4.0,9.0,69.0
S1108,AU,17,18.4,1,3,0.0,7.8,92.0
S1109,IN,23,16.9,1,6,0.0,17.9,76.0
S1110,DE,12,27.2,2,10,28.0,8.9,99.0
S1111,US,19,24.7,12,5,42.0,7.3,171.0
S1112,BR,19,24.1,1,5,23.0,9.3,64.0
S1113,US,18,15.5,4,10,60.0,0.0,72.0
S1114,JP,16,41.4,2,3,3.0,13.1,103.0
S1115,CA,19,20.2,0,4,16.0,3.0,67.0
S1116,CA,16,30.7,3,3,11.0,7.0,130.0
S1117,BR,17,32.0,2,5,3.0,9.3,77.0
S1118,BR,18,20.9,1,2,9.0,18.2,96.0
S1119,DE,21,18.5,8,35,18.0,10.6,228.0
S1120,BR,16,21.6,2,9,9.0,4.6,102.0
S1121,JP,27,0.0,3,11,3.0,2.3,115.0
S1122,IN,18,24.5,4,7,9.0,7.3,65.0
S1123,AU,14,42.4,3,5,2.0,13.5,33.0
S1124,PL,20,21.3,2,4,2.0,5.5,98.0
S1125,US,19,20.7,0,1,2.0,5.9,19.0
S1126,US,22,12.2,8,50,120.0,0.0,237.0
S1127,IN,16,21.3,0,4,5.0,1.2,82.0
S1128,AU,22,14.2,1,8,15.0,13.0,54.0
S1129,BR,14,17.4,3,11,4.0,11.3,111.0
S1130,CA,19,22.5,0,9,5.0,8.1,48.0
S1131,US,20,17.2,2,5,7.0,2.5,63.0
S1132,US,26,27.3,1,7,10.0,14.7,29.0
S1133,AU,20,22.5,0,6,5.0,0.0,25.0
S1134,CA,14,3.2,3,11,5.0,16.0,168.0
S1135,JP,19,20.2,0,6,0.0,2.0,83.0
S1136,PL,16,33.2,0,4,8.0,0.0,106.0
S1137,IN,23,17.6,2,6,11.0,3.2,33.0
S1138,PL,22,28.8,3,7,5.0,6.7,67.0
S1139,BR,9,40.1,0,6,6.0,8.5,64.0
S1140,IN,18,15.4,3,7,20.0,0.8,25.0
S1141,AU,14,14.3,1,9,18.0,4.8,117.0
S1142,JP,21,29.7,1,10,5.0,13.9,74.0
S1143,IN,18,40.6,1,8,3.0,18.6,53.0
S1144,AU,20,7.4,2,5,16.0,11.1,63.0
S1145,US,18,27.7,2,6,4.0,6.4,84.0
S1146,US,15,17.3,1,5,2.0,11.8,78.0
S1147,DE,19,20.9,2,5,2.0,0.0,42.0
S1148,BR,12,10.1,2,7,17.0,4.9,78.0
S1149,JP,10,6.2,0,6,14.0,6.3,63.0
S1150,AU,15,22.0,4,9,15.0,8.2,90.0
S1151,US,29,30.7,2,6,3.0,14.4,34.0
S1152,DE,16,25.8,2,5,1.0,0.2,64.0
S1153,US,13,24.5,0,5,0.0,8.4,159.0
S1154,US,21,11.2,4,6,14.0,8.0,22.0
S1155,BR,16,3.0,4,2,5.0,5.2,83.0
S1156,US,18,26.0,5,4,8.0,8.6,47.0
S1157,AU,11,13.4,1,3,16.0,11.8,60.0
S1158,PL,25,24.0,4,2,16.0,5.6,104.0
S1159,US,19,35.4,2,2,15.0,10.1,71.0
S1160,PL,16,24.5,2,7,0.0,11.2,68.0
S1161,US,19,13.4,0,5,2.0,4.3,55.0
S1162,JP,17,16.5,0,5,3.0,2.0,20.0
S1163,US,18,23.9,4,8,15.0,8.7,40.0
S1164,US,16,25.3,1,8,3.0,11.7,34.0
S1165,BR,22,9.0,4,13,10.0,4.6,71.0
S1166,CA,27,16.4,1,6,9.0,8.0,85.0
S1167,US,15,17.1,0,2,8.0,9.0,60.0
S1168,US,23,23.4,2,3,14.0,9.8,85.0
S1169,JP,20,33.6,1,8,7.0,8.7,49.0
S1170,AU,21,25.4,0,6,3.0,6.6,91.0
S1171,DE,20,31.2,0,5,13.0,8.0,66.0
S1172,CA,13,22.3,1,6,7.0,0.8,32.0
S1173,BR,12,20.9,2,4,3.0,5.3,39.0
S1174,JP,17,18.7,0,7,2.0,3.9,77.0
S1175,PL,22,15.5,0,5,17.0,10.3,63.0
S1176,US,16,31.7,1,6,18.0,14.5,73.0
S1177,BR,14,21.3,0,7,5.0,0.0,71.0
S1178,US,18,28.8,2,3,14.0,12.7,101.0
S1179,BR,20,23.4,2,8,4.0,11.1,54.0
S1180,AU,11,34.1,0,5,1.0,0.0,77.0
S1181,US,20,16.2,2,9,4.0,7.2,88.0
S1182,US,29,35.8,2,7,4.0,1.1,39.0
S1183,BR,11,12.7,0,11,1.0,8.8,96.0
S1184,AU,14,17.0,0,4,7.0,1.0,18.0
S1185,BR,19,9.1,0,13,5.0,4.8,58.0
S1186,AU,18,14.2,1,6,3.0,12.4,59.0
S1187,DE,20,18.1,1,5,4.0,12.7,67.0
S1188,AU,19,36.7,0,8,12.0,10.5,128.0
S1189,US,20,16.3,1,2,16.0,7.7,62.0
S1190,PL,16,15.1,12,40,42.0,10.0,297.0
S1191,DE,21,20.8,1,14,8.0,4.9,46.0
S1192,CA,20,26.0,2,4,4.0,10.4,85.0
S1193,US,12,17.0,1,14,11.0,6.5,63.0
S1194,DE,19,24.6,0,4,9.0,4.8,84.0
S1195,AU,21,21.7,1,9,2.0,0.0,116.0
S1196,PL,21,9.8,2,6,4.0,14.5,109.0
S1197,JP,14,19.8,5,11,13.0,7.9,75.0
S1198,DE,11,13.2,3,7,3.0,6.0,39.0
S1199,AU,20,27.7,1,8,3.0,0.0,110.0
S1200,US,22,27.2,3,9,1.0,11.1,54.0
S1201,US,15,19.5,4,5,11.0,6.3,75.0
S1202,US,18,32.8,0,7,3.0,15.9,68.0
S1203,IN,13,23.0,1,7,4.0,4.8,105.0
S1204,CA,23,25.0,2,3,15.0,0.0,5.0
S1205,US,9,23.5,2,6,2.0,7.7,170.0
S1206,PL,13,10.4,1,5,3.0,11.1,11.0
S1207,PL,22,22.0,0,5,1.0,12.0,65.0
S1208,US,23,34.4,2,8,5.0,1.0,89.0
S1209,BR,13,11.0,3,8,14.0,6.6,41.0
S1210,BR,19,25.6,1,6,2.0,11.1,22.0
S1211,US,16,22.8,0,8,0.0,4.5,82.0
S1212,AU,18,34.9,1,5,16.0,16.4,57.0
S1213,US,16,37.2,1,10,3.0,9.2,111.0
S1214,US,20,19.1,0,8,0.0,6.0,80.0
S1215,IN,22,14.5,0,7,35.0,22.4,106.0
S1216,JP,19,35.9,2,11,3.0,5.2,70.0
S1217,PL,19,26.3,0,12,1.0,9.8,50.0
S1218,IN,18,16.6,1,3,4.0,5.6,70.0
S1219,US,14,21.7,1,4,10.0,1.3,53.0
S1220,JP,15,10.7,3,5,4.0,7.3,73.0
S1221,AU,18,36.6,0,11,2.0,12.6,49.0
S1222,DE,23,15.2,1,4,5.0,5.4,87.0
S1223,US,18,27.1,0,6,23.0,9.2,73.0
S1224,CA,13,9.6,0,4,37.0,10.0,43.0
S1225,US,23,29.6,0,6,22.0,8.7,69.0
S1226,DE,15,21.9,0,5,8.0,5.8,93.0
S1227,AU,28,13.3,2,3,9.0,10.6,5.0
S1228,CA,17,26.5,2,5,22.0,8.5,86.0
S1229,US,24,23.7,2,11,2.0,8.7,80.0
S1230,US,23,19.4,12,15,72.0,17.4,210.0
S1231,JP,12,26.6,2,11,13.0,15.4,75.0
S1232,IN,16,20.3,1,10,36.0,9.2,96.0
S1233,PL,15,20.5,0,3,5.0,13.8,86.0
S1234,US,21,26.5,3,3,11.0,11.8,105.0
S1235,JP,25,22.5,1,5,1.0,5.7,39.0
S1236,JP,16,16.7,0,2,4.0,1.3,99.0
S1237,DE,19,17.7,2,6,0.0,14.7,94.0
S1238,IN,23,16.9,1,7,0.0,6.0,65.0
S1239,BR,14,33.8,0,3,5.0,8.6,112.0
S1240,DE,16,46.5,1,12,17.0,5.2,46.0
S1241,PL,23,38.3,3,6,13.0,7.0,76.0
S1242,US,17,10.6,0,1,3.0,7.4,92.0
S1243,BR,17,0.7,1,2,4.0,12.1,107.0
S1244,PL,15,18.2,2,8,32.0,9.5,98.0
S1245,DE,18,20.2,0,6,31.0,13.5,83.0
S1246,US,23,26.7,3,4,0.0,0.0,48.0
S1247,US,19,21.3,3,2,1.0,9.2,78.0
S1248,PL,23,26.7,1,8,14.0,0.0,25.0
S1249,PL,20,34.5,1,5,23.0,5.3,107.0
S1250,IN,16,20.5,2,4,7.0,12.9,70.0
S1251,US,17,22.8,0,3,6.0,2.3,42.0
S1252,US,19,17.2,1,9,15.0,10.8,33.0
S1253,AU,15,7.7,3,5,11.0,15.0,71.0
S1254,BR,11,12.8,1,6,33.0,1.2,66.0
S1255,JP,25,24.2,0,4,18.0,13.5,76.0
S1256,AU,9,29.8,1,8,3.0,8.3,91.0
S1257,AU,22,20.1,0,3,10.0,8.5,50.0
S1258,US,14,24.9,1,7,8.0,10.6,83.0
S1259,IN,15,8.4,1,3,4.0,4.7,64.0
S1260,PL,22,28.2,3,8,0.0,4.6,64.0
S1261,CA,17,29.3,3,5,23.0,8.6,31.0
S1262,CA,14,10.6,1,4,27.0,10.6,65.0
S1263,PL,16,17.3,0,5,3.0,3.8,43.0
S1264,US,18,26.5,3,5,26.0,13.6,48.0
S1265,DE,31,24.7,4,10,6.0,9.9,33.0
S1266,US,22,28.9,5,2,5.0,9.7,118.0
S1267,IN,14,12.3,1,3,24.0,0.0,71.0
S1268,BR,16,31.8,0,11,11.0,8.1,33.0
S1269,AU,22,9.4,0,0,1.0,9.7,91.0
S1270,US,22,32.4,2,9,17.0,5.8,33.0
S1271,US,9,14.5,2,7,9.0,7.2,45.0
S1272,US,21,27.3,0,6,18.0,9.2,70.0
S1273,US,19,7.0,1,7,30.0,14.1,107.0
S1274,CA,21,28.0,0,4,1.0,3.8,79.0
S1275,BR,24,27.4,4,7,6.0,10.1,95.0
S1276,US,21,24.9,1,6,19.0,1.4,83.0
S1277,BR,23,21.2,0,4,22.0,8.5,46.0
S1278,IN,9,24.9,2,6,11.0,6.7,104.0
S1279,DE,8,41.1,1,5,6.0,14.7,75.0
S1280,US,17,15.1,3,5,14.0,9.3,79.0
S1281,IN,17,28.4,4,7,2.0,5.9,60.0
S1282,BR,22,27.1,2,7,4.0,10.0,67.0
S1283,US,18,16.8,1,5,12.0,12.4,68.0
S1284,JP,14,25.0,1,7,15.0,8.2,50.0
S1285,US,19,22.8,2,4,7.0,10.5,81.0
S1286,DE,12,21.1,3,11,31.0,16.1,87.0
S1287,IN,20,23.2,1,8,1.0,14.3,71.0
S1288,BR,11,29.3,2,4,14.0,9.0,39.0
S1289,DE,24,14.4,1,8,5.0,5.8,83.0
S1290,PL,17,20.0,2,8,5.0,8.8,63.0
S1291,US,16,15.3,1,5,1.0,4.8,108.0
S1292,IN,16,18.0,2,7,8.0,10.8,111.0
S1293,US,12,22.9,1,8,1.0,4.9,107.0
S1294,IN,22,25.9,0,7,1.0,5.8,67.0
S1295,BR,14,32.5,0,8,2.0,3.8,73.0
S1296,BR,18,15.1,1,4,15.0,4.8,49.0
S1297,CA,27,11.4,0,5,13.0,8.6,37.0
S1298,PL,25,19.8,1,4,3.0,8.4,81.0
S1299,AU,19,33.0,1,4,3.0,2.6,30.0
S1300,US,15,7.9,2,5,2.0,13.8,96.0
S1301,AU,19,19.6,2,8,16.0,15.8,83.0
S1302,IN,17,10.9,1,4,1.0,12.0,68.0
S1303,US,18,36.8,2,8,4.0,1.3,105.0
S1304,US,16,30.0,0,8,7.0,10.8,55.0
S1305,US,22,12.0,1,2,13.0,4.7,90.0
S1306,JP,13,28.2,1,4,3.0,2.6,54.0
S1307,IN,9,16.9,0,4,22.0,0.0,78.0
S1308,CA,28,26.7,0,4,1.0,13.5,30.0
S1309,CA,21,14.1,2,4,15.0,11.0,7.0
S1310,AU,16,18.6,1,8,7.0,5.1,51.0
S1311,CA,18,21.2,1,7,42.0,8.9,67.0
S1312,CA,15,35.8,2,8,11.0,0.0,108.0
S1313,AU,12,26.1,1,3,11.0,0.9,78.0
S1314,PL,19,15.7,0,9,6.0,9.0,70.0
S1315,US,21,12.9,1,9,16.0,0.0,56.0
S1316,BR,18,17.3,1,5,9.0,12.8,51.0
S1317,JP,17,6.0,0,2,2.0,5.1,32.0
S1318,IN,19,5.3,0,10,7.0,12.3,46.0
S1319,US,13,21.3,0,8,3.0,3.8,35.0
S1320,AU,20,40.1,3,7,8.0,4.3,103.0
S1321,US,16,24.3,1,7,43.0,8.5,64.0
S1322,JP,18,39.4,1,6,5.0,4.2,114.0
S1323,US,17,21.5,1,3,1.0,6.2,54.0
S1324,CA,20,14.6,0,4,9.0,4.8,71.0
S1325,CA,16,25.7,2,5,1.0,4.1,64.0
S1326,AU,13,29.9,0,4,18.0,11.5,119.0
S1327,US,21,33.0,0,4,10.0,13.4,50.0
S1328,DE,13,22.5,0,4,11.0,7.8,60.0
S1329,CA,15,23.3,2,11,3.0,12.2,87.0
S1330,CA,14,13.9,2,5,5.0,10.0,76.0
S1331,US,14,3.0,2,7,12.0,4.8,33.0
S1332,JP,20,27.2,1,5,1.0,13.7,83.0
S1333,US,14,41.6,2,2,16.0,14.7,81.0
S1334,CA,13,30.2,3,9,6.0,7.9,91.0
S1335,CA,18,27.6,0,7,17.0,0.0,43.0
S1336,AU,23,20.6,0,4,1.0,6.4,138.0
S1337,PL,15,22.2,0,8,2.0,16.4,99.0
S1338,JP,22,7.2,0,5,5.0,7.4,54.0
S1339,DE,25,17.6,1,5,15.0,6.9,71.0
S1340,IN,23,15.9,1,8,21.0,11.8,119.0
S1341,JP,20,18.1,4,6,2.0,17.5,92.0
S1342,AU,12,28.0,5,5,12.0,2.1,84.0
S1343,JP,22,27.5,3,6,12.0,8.8,21.0
S1344,JP,14,22.2,1,5,1.0,11.0,55.0
S1345,AU,17,33.5,1,4,4.0,0.0,83.0
S1346,US,11,8.6,2,4,0.0,15.8,5.0
S1347,DE,21,32.6,1,7,8.0,10.6,37.0
S1348,US,26,24.2,0,5,1.0,13.8,63.0
S1349,AU,18,26.5,0,5,35.0,12.9,61.0
S1350,BR,24,20.9,1,1,1.0,2.7,75.0
S1351,JP,18,28.0,2,7,6.0,10.6,126.0
S1352,CA,19,16.3,2,5,49.0,0.8,75.0
S1353,CA,14,28.3,0,4,2.0,7.1,42.0
S1354,US,22,21.5,5,4,14.0,3.4,80.0
S1355,US,19,0.0,2,12,0.0,13.0,5.0
S1356,CA,19,28.1,5,13,11.0,1.7,91.0
S1357,AU,13,28.7,1,8,1.0,9.8,61.0
S1358,BR,20,15.2,1,2,19.0,7.5,99.0
S1359,IN,19,7.4,4,9,16.0,8.0,82.0
S1360,US,22,23.0,3,10,20.0,18.2,26.0
S1361,JP,6,39.5,2,4,0.0,16.7,67.0
S1362,US,20,25.3,2,4,6.0,14.5,57.0
S1363,US,19,29.6,1,10,3.0,16.4,66.0
S1364,US,21,14.5,2,6,1.0,6.0,82.0
S1365,BR,11,36.6,3,5,2.0,16.0,66.0
S1366,BR,18,18.7,2,2,0.0,7.4,45.0
S1367,JP,19,25.4,1,4,0.0,7.2,36.0
S1368,IN,12,33.2,1,6,0.0,1.1,70.0
S1369,US,7,40.3,2,5,7.0,15.4,27.0
S1370,US,20,24.3,4,5,43.0,5.3,86.0
S1371,US,19,29.1,2,5,3.0,4.3,49.0
S1372,JP,19,11.2,3,7,10.0,9.4,34.0
S1373,PL,24,32.1,0,9,5.0,10.4,50.0
S1374,US,14,8.1,1,2,6.0,3.9,112.0
S1375,CA,20,23.8,3,7,18.0,4.5,5.0
S1376,DE,18,7.0,1,8,21.0,9.2,101.0
S1377,US,21,38.0,2,6,3.0,6.2,77.0
S1378,US,23,41.3,4,4,1.0,9.7,73.0
S1379,PL,18,27.4,2,4,0.0,8.6,74.0
S1380,US,28,22.7,2,5,4.0,5.2,95.0
S1381,JP,20,8.6,2,10,3.0,8.7,72.0
S1382,US,19,23.5,1,2,25.0,1.5,78.0
S1383,BR,11,16.8,2,6,6.0,2.0,88.0
S1384,DE,17,38.9,2,5,1.0,6.7,96.0
S1385,US,19,19.7,0,7,30.0,5.5,22.0
S1386,US,18,24.6,1,7,5.0,7.7,84.0
S1387,AU,18,35.2,1,5,0.0,10.8,54.0
S1388,BR,20,30.8,2,6,5.0,5.7,106.0
S1389,CA,13,17.8,0,4,17.0,10.8,71.0
S1390,AU,24,12.2,1,2,0.0,1.4,67.0
S1391,BR,20,27.2,2,5,1.0,3.6,93.0
S1392,CA,10,18.7,1,8,21.0,2.0,42.0
S1393,JP,25,0.1,2,5,17.0,8.7,37.0
S1394,US,12,27.9,1,10,2.0,12.7,68.0
S1395,PL,18,26.0,1,8,6.0,4.2,81.0
S1396,DE,22,18.5,2,9,3.0,4.3,93.0
S1397,US,16,17.7,2,4,4.0,0.0,62.0
S1398,JP,11,33.8,0,8,16.0,9.3,91.0
S1399,DE,18,19.9,1,7,7.0,16.1,81.0
S1400,AU,13,18.6,3,7,4.0,6.6,42.0
S1401,CA,15,25.9,1,5,14.0,7.0,99.0
S1402,IN,15,31.6,2,6,7.0,14.8,82.0
S1403,CA,25,17.2,2,6,3.0,13.9,86.0
S1404,US,23,27.0,2,6,13.0,5.9,92.0
S1405,US,14,29.9,0,7,1.0,8.9,108.0
S1406,DE,17,7.3,3,8,1.0,7.5,77.0
S1407,BR,20,21.1,2,7,2.0,18.3,66.0
S1408,US,16,17.5,0,5,6.0,3.4,19.0
S1409,US,18,27.3,0,6,5.0,2.0,70.0
S1410,US,19,15.4,1,4,0.0,10.0,51.0
S1411,US,23,27.6,2,7,8.0,8.9,5.0
S1412,US,18,16.4,1,9,7.0,6.5,68.0
S1413,US,13,16.2,1,8,4.0,11.3,103.0
S1414,US,18,22.3,2,4,2.0,3.0,38.0
S1415,JP,14,26.5,2,4,2.0,0.0,82.0
S1416,BR,11,20.0,0,5,1.0,14.2,72.0
S1417,PL,14,20.4,1,3,5.0,9.8,65.0
S1418,US,19,16.8,12,55,36.0,2.7,15.0
S1419,DE,22,22.6,2,8,3.0,13.2,11.0
S1420,CA,19,32.6,1,6,15.0,3.6,52.0
S1421,US,16,20.0,1,10,9.0,4.9,52.0
S1422,JP,19,29.5,1,7,2.0,4.7,105.0
S1423,US,19,25.5,1,8,5.0,4.3,50.0
S1424,US,26,15.3,2,1,11.0,11.5,77.0
S1425,CA,20,32.3,2,10,5.0,0.0,100.0
S1426,IN,11,9.9,3,8,5.0,7.0,45.0
S1427,JP,18,29.1,2,6,19.0,11.5,64.0
S1428,PL,11,31.0,6,7,14.0,1.2,74.0
S1429,AU,24,30.6,3,6,6.0,4.4,44.0
S1430,BR,15,21.3,2,5,12.0,2.8,55.0
S1431,JP,26,32.2,2,4,2.0,11.6,31.0
S1432,US,26,38.0,0,5,6.0,12.4,91.0
S1433,AU,21,13.9,3,10,8.0,3.5,70.0
S1434,PL,25,11.3,0,9,2.0,3.9,60.0
S1435,US,18,19.9,2,9,9.0,2.5,78.0
S1436,JP,23,23.1,2,8,2.0,5.9,101.0
S1437,US,15,27.8,1,2,9.0,10.0,69.0
S1438,AU,14,22.7,1,8,16.0,6.2,63.0
S1439,DE,10,14.3,1,4,29.0,7.9,105.0
S1440,US,8,10.0,1,3,7.0,0.8,134.0
S1441,CA,15,13.7,5,7,8.0,8.7,103.0
S1442,DE,17,15.7,1,7,0.0,11.0,52.0
S1443,US,13,19.8,0,2,21.0,10.8,71.0
S1444,US,21,16.6,4,7,8.0,11.9,61.0
S1445,US,22,31.8,2,4,1.0,11.8,148.0
S1446,JP,13,36.4,2,9,4.0,5.2,122.0
S1447,US,7,15.6,0,5,6.0,2.6,132.0
S1448,IN,14,16.1,2,3,4.0,9.5,49.0
S1449,CA,21,26.7,1,3,9.0,1.8,86.0
S1450,US,18,28.0,2,8,36.0,13.8,27.0
S1451,US,24,33.8,0,3,6.0,8.1,96.0
S1452,PL,19,23.2,1,9,20.0,11.7,40.0
S1453,IN,22,20.6,1,3,0.0,0.0,9.0
S1454,CA,12,28.6,1,9,3.0,9.4,42.0
S1455,US,25,26.4,0,5,16.0,0.0,60.0
